TEXT,Sentiment
Educated but illiterate bal thakrey communal bastard he started the communal thinking in india saala suwar aaj musalmaan kya hai aur kal kya hoga yeh saari dunya dekhegi,1
"He Is Not Not Indian is Blody nonsense  
Terrorist of India Shame on Bal thagre 
 Bal ka Thagre  
Aur jo log Iske Sahi Kehte hain Wo Log hi Galat hain  Selfish hai wo log",1
If he sd he didnt went ther then how he came to know that wht was insideprotectng the intrest of one on the cost of creatng instability in the society wrong,1
teri sonch gandi tu gandanationalist wali baat nakko karo hum hindustan me paida hue hum hindustan parast hai yahan ke musalmaanbaaki teri sonch,1
bharwa sala,1
Most of the Hindutva leaders say are not true  When you say one lie continuously for  times it becomes true  That is how the Hindutva leaders are victimizing innocent Muslims and innocent Hindus,1
Mr Rajat Sharma We are human mankind created by God in the name of Prophet Adam  Hawa Spiritual world ZionismShiaaBorisFarsiSikhismBuddhismHinduismChristianityMuslim  Birth sign of babies  Girls or Boys  Before that religion birth of baby in front God Human mankind,2
The  biggest  terrorist  is  modi  bhadva  and  bal  thakreybhadava   ja  modi  ki  gandchat  aurlandbhi  randve,1
This guy is definitely a showoff but he is not as dumb as he seems,2
ghatiya admi tha isliye sadh sadh ke mara,1
Ekach Saheb Balasaheb ,3
Very Good Brave Hindu,3
Best news thanks,3
in which year this interview happened,2
excellent leader of Shiv sena Country lover still loves him ,3
Jai maharashtra,3
he is similar to Raj Thackrey Raj is also very straightforward politicians country needs such politicians these days very  inspiring Balasaheb,3
jahanam may jalte rahe  tu kayamathtak,1
this man is a idot bad and very bad man ,1
This person says openly that he doesnt believe in democracy  How has India tolerated person like him Raj Thackrey is copying him in the hope of becoming like him But the youth of this country cannot be fooled now by these gundas anymore Politics of hate Utter nonsense ,1
Bala ka matlab gandu,1
Indian apki asliat he yehe he masjidun ko shaheed kro ye apka hindodharam he lant he kafi he ap logon per or kiya khun,1
bharwa phattu khud hi saza mil gayi marney k baad aaag mein jala jab tak tujh jaesey hijrey peda hon ge tab tak dawood jaesey tiger peda hon ge,1
aik number ka harami ta shukr hay mr giya,1
madarchod takrey,1
Terrorism is not in any religion  it is in a person by the way bala saheb,1
Hindustan k liye khatara,1
kutte,1
kutta,1
hindus lives only in india but muslims states are higher than hindusap agr indians muslims pay zulm krogay toh akely reh jao gayislam dunya main sab sa zada phelny wala religion heshiv shena is the most criminal person aur organization in the worldjeet islam ki hoge aik din ayega tum phastaogay kay kash ham muslims hoty daro Allah sa hamnay sare umar es dunya main nahi rehna marna he hamnaaur marny ka bad jab jalo gay ya dafan hogay toh kia hoga jis jism ko sambhal kar rakty ho uska kya hogaudhr kay bary main sochoo marnay ka bad ki tyare kro us tyre kay liye islam ko smjho quran ko smjhomjhe pta bht sa bhai galiiian nikaly ga par yeh sach he,1
Mr Rajat Sharma Wasteful dialogue Wasteful speech remarks are discussed in front of In qualities nations of Hindustan  not suitable for you and educated nations of parliament members central government of Hindustan in front of Hinduism,1
He is not hero he is zero but now he us samosa in jahannam,1
a hindu tu zada khush mat ho aaj hum ro rahe hai yea rona zada waqt ka nahi hai inshallah ek din hum hi babri masjid ko tameer karenge,1
Gandu bala  u r muslim ka chant ka baal,1
Chutiye Ki olaad kutta,1
hijdon ki tarah haste rahete ho fate log sale,1
Akbruddin is the lion of india,1
"Gandhi ji ko Hindu ne mara 
indira gandhi ko punjabi ne mara 
rajiv  gandhi ko tamil ne mara
aur kai aisa ache log hai jin ko alag dharam walo ne mara",2
aurangjeb ke samne sivaji ki kutte ke brabar bhi aukat nahi tha,1
One should leave ones religion inside ones home When on the street we are Indians and same Balasahed is still right BHARATMATA KI JAI ,3
Shamefull and Disgusting Leader Whats the difference between him and Terrorists In the name of Hindutva and Marathis fight he and his family become Multi Millionaires what did the common Marathi man got,1
Qanon or rule todne wala or na manane wala hindustani nahi ho saktachahe koi bhi  sab homolk ka desh ka qanon hi deshprem ki nishani hai baki sab faltu kahani hai,1
gando takre,1
such an asshole dnt deserve to be an indian  aise log insaaniyan k liye khatra hai,1
"rajat sharma is a bikau salesman so called DALLA in the media asking questions to a Rascal named as Bal Thackeray
My questions for bala
 Why did Bal Thackeray is been not asked him about his fathers thoughts ",2
I hate when muslims are given more rights in pakistan than any other religion But at least we call our self that our country is for Muslims India call themselves secular country and people like him exist and hold office It is questionable to Indian reputation I have huge respect for india but not for people like him Since he is dead May god forgive him for his mistakes,1
Shiv SenaBJP  AIMIM are doing political on communalism  nationalismBut none of them doing politics for India,1
one thing Muslim frndz should understand he was against bangladeah and Pakistani Muslim who use to come smartly in India n do terrior work and last mazid jo thode gaye hai mandir jo pehle se banee the whn mugal came in power they broke all thing guys n being an indian n thn hindu its not at all acceptable  congress and all bullshit people play with Muslim brothers n sister emotions just for vote and ab ye haal hua hain india ka n I hope modi will lead india towards development  not owasi or congress mulayam Singh n all they just play with people emotions which u have seen where india is now so think before u say something,1
"Dead balasaheb talks about hindu dharm brasht stones statue paintings isnt Hinduism
Read Upanishads vedas which says about God doesnt have picture or statue or painting 
He is the true god and not these fairy tales gods and goddesses created by the bullshit pandits or poojaris for there benefits",1
this man is a menace to society he should be behind bars he talks of violence and hetred so openly with no remorse of any sort if he was a muslim he would be locked up for life unfortunatly he is not so he can say what he wants freely without any repocussions typical and then blame muslims for being fanatics,1
india is democracy countryso dont talk like thakre,1
when the mugals ruled india the GDP was the largest in the world no other country was even close to their production the muguals brought religionartpoetryculturemusiceducationlanguagearchitecture and the love for the land and its peopleyet they only see negetivity ehsaan faramosh why do you think there is a muslim countries in all four corners of the globe because they gave more then they took,1
 abp           ,2
"I dont get Marathi but still listening cause I can feel it
Jay Bhawani Jay Shivaji
Jay Hindutv",3
  sena futli mhanun samja ,1
  Feb       ,2
"I m from BIHAR 
After Today I m big fan of 
 Raj Thakare sir 
JAI SHREE RAM ",2
I am a proud hindu and i m with raj thakrey MNS ko lao gaddaron ko bhagao,3
Pahili magni renaming of Aurangabad to Sambhaji Nagar,1
 it gave me goosebumps  Jai hawaniJai HIVAJI,3
"                    Triple Talaq    abrogation of article      CAA    NRC    Ayodhyaverdict     
 Secularism           ",1
"Balasaheb aaz punha jivant zahleJai Hindurashtra
Jai Jijaai  Jai Shivaray",3
Sir u r great u are a true patriot greetings from UP,3
Balasaheb returns,3
Zhendyacha vishay rajashebanich cleared kelyabaddl dhanywad Hech apeksha hotiMaharashtrat Maharashtra dharmch pahije only Raj thakre,3
   same to same balasaheb thackeray voice,2
"JAI BHAWANI JAI SHIVAJI
JAI HIND JAI MAHARASTRA",2
Bjpmns Hinduvi swarajya,2
"Jamlelya mazya tamam Hindu badhvanno

He shabd lakshat theva",2
"Abb Sambhaji maharaj or shivaji maharaj ka sapna pura hoga  Sath me bala saheb ka bhiBala saheb ka asli varisdar MIL gaya he   
 Har har mahadev ",3
Im Telugu I love Marathi culture,3
" seat nivdun yet hoti aata ti hi yenar naahi
BJP la support kelyamule tumche ajun nuksan honar aattach savadh vhaa",1
Abp maza  Shivaji park nahi CHHATRAPATI SHIVAJI MAHARAJ PARK,1
 Jai Hindutva ,3
Changing gear mr Thakre now in  gear,3
MUST SPEAK ABOUT UNEMPLOYMENT HEALTH EDUCATION WOMENS SAFETY ALSO,1
Jay manse,3
Jamlelya nonhindu lokanna no address,1
"Dole jhakun aaikla tr balasaheb bolat ahet asach vatel
Ti shaili awaj ani mudda",2
mahan hindu dharm ki jaiiii ,3
 MNS  Reloaded Welcome move by Rajsaheb Thakre ,2
"I am form Delhi 
Next chief minister of Maharashtra 
Raj thaker",2
Saheb Owasi la khupch maaz ala ahe,3
"Zende bdla nhitr baapjoparyant samaany lokant misalnar nhi v tyanchi kaame krnar nhi toparyant asech kaat takat rahaanar

To all political parties",1
 best,2
I am very Happy with this decision of Raj Thackeray,3
Balasaheb Thackeray yaad aa Gaye ,2
 kharay,1
Jay shree ram,3
"It is best in the interest of MNS to ally with BJP to increase their number of seats from   to many Need to increase their reach
beyond Mumbai Pune and attract rural masses",2
Today I felt as if I was listening to Bala Saheb,2
Raj Thackeray Uncut             ,2
Javed Akhtar is against CAA nd NRC sir we being hindu dont appreciate that,1
Rebirth of MNS never take help of Sharad Pawar,1
This is game changer,2
"Bjp        savddh   
   nkich   
Bjp wale    mns made  lavlahet",2
Jai Bhavani jai Shivaji ,3
"Har har 


 MAHADEV ",2
This is welcome move Jai Bhavani Jai Shivaji  This is the right time to move on Hindutva Ata nahi thar kadhi nahi,2
Ata bjp var ankush thevyla parat kon tari aal  kamlabai,2
RAj Thakrey and BJP super combination,2
Remake of great balasaheb Thackeray,3
future C M RAJSAHEB THAKREY ,2
"Jabardast Raj Saheb 
 February ",3
Rada ,2
Fully Support Raj Thackeray,3
Saheb we Hindus waiting for our leader who can protect hard core Hindus and hindusm,2
Future Cm Raj Thackeray,2
" Varshancha vanvas sampel ata
rajsaheb khare balasaheb ahet",2
"Raj Saheb Rajasthan Supports You 
Raj Sahebs Golden Time Starts
Congratulations",3
Baap aalaaaaa,2
Jai Hind jai maharashtra raj saheb thakre ,3
Bjp mns ,2
Raj  Start          Jai Bhavani Jai Shivaji,3
Love you saheb,3
Its like bitcoin,2
 varsha vanvaas sampla Ata raj tilaksaheb,2
Jay shivray jay shree ram har har mahadev,3
Aawaz hai,2
Wah  finally a rising star in Maharashtra with saffron flag rather than bloody shiv swan whom I trusted lot,3
Young Hindu Hruday Samrat ,2
Aazad maidaan  February ,2
Perfect,3
Tiger Zinda Hai,2
Let us support Hindu unity Respect from Delhi,2
" jamlelya majhya tamam Hindu bandhvano bahinino ani matano
Remind me of balasaheb thakrey  glad to know the voice of
Balasaheb is still alive after many years of his death ",3
Jai Hind,3
Bhaag Bhaag Bhaag Sher Aaya,2
Super I support u raj saheb I m form bihar,3
Abhi sirf Raj Thakre Mumbai to Delhi journey start,2
Please apne speech me Hindi ka upyog kare,2
Laav re to video raj thakre cha ,2
Great speech,3
"Sulute you mr Raj takre saheb
I full support you i support CAA
Jai hind bharat mata ki jai ",3
We are waiting for u from long time and line which u said in Marathi raised all Hindu hearts,3
Awesome speech,3
"Thats New Version of Raj Thakre Its more fascinating impacting  attractive Hes the Man in whom we can See Image of Late Balasaheb Thakre Real Tiger  I must say Cub Rajsaheb became Tiger Now

    ",2
"The best part was  to  
Reminded me of Balasaheb",2
Balasaheb once again,2
Much awaited to listen the daiolog jamalelya mazya Tamam Hindu bandhvano ani bhaghinino,2
Feku raj ,1
We love u Raj Sirkeep it up,3
Great comeback Saheb,3
Love u Raj sir is din k lia humne salo se wait Kia hispe ab hamesha rhana only hindutav,2
 Feb         ,2
Raj aya re raj aya bhagwe ka raj aya,2
From Marathi bandhwano to Hindu bandhwano that escalated after  years ,2
First line gives goose bumps as like as by balasaheb givesyethe jamlelya mazya hindu bandhvano,3
Maharashtra cha Wagh ahe Sriman Raj Thackeray ,3
"Har ghar bhagwa chhayega ramrajya fir aayega
Jai Maharashtra",3
Looks like MNS has its IT cell as well,2
Awaz same Bala saheb Thackeray vani yet hai ,2
"Where are all the mullahs who used  always say  I love u rajsaaheb  raj should be maha CM  My favorite politician When he used  abuse Modiji 
Hahahaa Gaand fatt gayi kya Ek bhi katwa dikh nahi raha comment section mai aaj",2
Pahle up bihaar tha ab musalmaan hai,1
Nice,3
I like ur jhanda saheb,2
Khel ke maidan mein ab aayega maja ,2
Great,3
Now time cm change hoo,2
Raj saheb ,2
"Mil gaya maharastra ko saccha bhagwa raja Raj Thakre
The man who had shadows of bal thakre ",2
Jay Ho  Jay MNS,3
Realoading of Balasaheb,2
HINDU AB JAAGO EK SAATH AAO,3
Jay Maharashtra ,3
Jay ho Maharashtra Raja  saheb saheb banun dakhava,3
"muslim khatr me hai 
",1
 loudspeakers on terrorist hiding places masjid ,1
Hindutwa jindabad,3
"Sir Protesters me Hindu bhi utne he hai jitne musalman hai 
Aur Aap agar visa ki baat karte ho toh bilkul sahi hai apki baat 

 But baki countries ne VISA rule lagane se pehle jitne log waha reh rahe the bahar k unko unconditional permanent residency di gai Phir Visa Rule Compulsory kiya",2
The moment he said jamlelya mazya  I liked the video,3
Ab agya hai Sab Ka baap,3
"Welcome raj thakre
Make alliance with bjp be powerfull
        
Best vishes for cm",2
"Jaikara Vir Bajrangi
Har Har Mahadev",3
BALASHAEB IS BACK WE LOVE U SIR JAI Maharashtra  Jai Hindurashtra,3
